"","precinct","rec_yr","boro","adams","trunc_rate","subst_rate","subst_count","trunc_count","ln_sr","ln_tr","comp_count","pct_pop","pop_white","pop_nhwhite","pop_black","pop_nhblack","pop_hisp","pop_nonhisp","pop_asian","pop_nhasian","pop_nat","pop_birac","share_wh","share_nhwh","share_bl","share_nhbl","share_hisp","share_nonhisp","share_asian","share_nat","share_bir","comp_rate_p100k"
"64","101",2021,"Queens",0,39.4736842105263,7.89473684210526,3,15,2.06619631492982,3.67563422736392,38,73376,16237,14213,35225,33092,19922,53454,1769,1710,683,6651,0.221284888791976,0.193700937636284,0.480061600523332,0.450992150021805,0.271505669428696,0.728494331,0.0241087,0.009308221,0.090642717,51.7880505887484
"65","101",2022,"Queens",1,31.25,18.75,9,15,2.93119375241642,3.44201937618241,48,73376,16237,14213,35225,33092,19922,53454,1769,1710,683,6651,0.221284888791976,0.193700937636284,0.480061600523332,0.450992150021805,0.271505669428696,0.728494331,0.0241087,0.009308221,0.090642717,65.4164849542085
"66","101",2023,"Queens",1,54.8387096774194,6.45161290322581,2,17,1.86433016206289,4.00439632555916,31,73376,16237,14213,35225,33092,19922,53454,1769,1710,683,6651,0.221284888791976,0.193700937636284,0.480061600523332,0.450992150021805,0.271505669428696,0.728494331,0.0241087,0.009308221,0.090642717,42.2481465329263
"67","101",2024,"Queens",1,50,0,0,2,-Inf,3.91202300542815,4,73376,16237,14213,35225,33092,19922,53454,1769,1710,683,6651,0.221284888791976,0.193700937636284,0.480061600523332,0.450992150021805,0.271505669428696,0.728494331,0.0241087,0.009308221,0.090642717,5.45137374618404
"68","102",2017,"Queens",0,56.6037735849057,11.3207547169811,6,30,2.42663774166402,4.03607565409813,53,153297,29355,23382,11934,10249,63683,89614,39235,38847,3222,23090,0.191491027221668,0.152527446721071,0.077848882,0.066857147,0.415422350078606,0.584577649921394,0.255941081691096,0.0210180238360829,0.150622647540395,34.573409786232
"69","102",2018,"Queens",0,57.6923076923077,5.76923076923077,3,30,1.75253875607477,4.05512384906882,52,153297,29355,23382,11934,10249,63683,89614,39235,38847,3222,23090,0.191491027221668,0.152527446721071,0.077848882,0.066857147,0.415422350078606,0.584577649921394,0.255941081691096,0.0210180238360829,0.150622647540395,33.9210812996993
"70","102",2019,"Brooklyn",0,100,0,0,1,-Inf,4.60517018598809,1,153297,29355,23382,11934,10249,63683,89614,39235,38847,3222,23090,0.191491027221668,0.152527446721071,0.077848882,0.066857147,0.415422350078606,0.584577649921394,0.255941081691096,0.0210180238360829,0.150622647540395,0.652328486532678
"71","102",2019,"Queens",0,50.9803921568627,5.88235294117647,3,26,1.77195684193188,3.93144109128525,51,153297,29355,23382,11934,10249,63683,89614,39235,38847,3222,23090,0.191491027221668,0.152527446721071,0.077848882,0.066857147,0.415422350078606,0.584577649921394,0.255941081691096,0.0210180238360829,0.150622647540395,33.2687528131666
"72","102",2020,"Queens",0,27.027027027027,10.8108108108108,4,10,2.38054663446376,3.29683736633791,37,153297,29355,23382,11934,10249,63683,89614,39235,38847,3222,23090,0.191491027221668,0.152527446721071,0.077848882,0.066857147,0.415422350078606,0.584577649921394,0.255941081691096,0.0210180238360829,0.150622647540395,24.1361540017091
"73","102",2021,"Queens",0,40.8163265306122,16.3265306122449,8,20,2.7927914295573,3.70908216143146,49,153297,29355,23382,11934,10249,63683,89614,39235,38847,3222,23090,0.191491027221668,0.152527446721071,0.077848882,0.066857147,0.415422350078606,0.584577649921394,0.255941081691096,0.0210180238360829,0.150622647540395,31.9640958401012
"74","102",2022,"Queens",1,52.7777777777778,8.33333333333333,3,19,2.12026353620009,3.96609022669842,36,153297,29355,23382,11934,10249,63683,89614,39235,38847,3222,23090,0.191491027221668,0.152527446721071,0.077848882,0.066857147,0.415422350078606,0.584577649921394,0.255941081691096,0.0210180238360829,0.150622647540395,23.4838255151764
"75","102",2023,"Queens",1,57.7777777777778,2.22222222222222,1,26,0.798507696217772,4.05660423423925,45,153297,29355,23382,11934,10249,63683,89614,39235,38847,3222,23090,0.191491027221668,0.152527446721071,0.077848882,0.066857147,0.415422350078606,0.584577649921394,0.255941081691096,0.0210180238360829,0.150622647540395,29.3547818939705
