"","precinct","rec_yr","boro","adams","trunc_rate","subst_rate","subst_count","trunc_count","ln_sr","ln_tr","comp_count","pct_pop","pop_white","pop_nhwhite","pop_black","pop_nhblack","pop_hisp","pop_nonhisp","pop_asian","pop_nhasian","pop_nat","pop_birac","share_wh","share_nhwh","share_bl","share_nhbl","share_hisp","share_nonhisp","share_asian","share_nat","share_bir","comp_rate_p100k"
"156","112",2018,"Brooklyn",0,0,0,0,0,-Inf,-Inf,1,119739,55730,52603,3829,3443,19600,100139,37348,37151,451,12739,0.46542897468661,0.439313840937372,0.031977885,0.0287542070670375,0.163689357686301,0.836310642,0.311911741370815,0.003766526,0.106389730998255,0.835149784113781
"157","112",2018,"Queens",0,48.2758620689655,6.89655172413793,2,14,1.93102153656156,3.87693168561688,29,119739,55730,52603,3829,3443,19600,100139,37348,37151,451,12739,0.46542897468661,0.439313840937372,0.031977885,0.0287542070670375,0.163689357686301,0.836310642,0.311911741370815,0.003766526,0.106389730998255,24.2193437392996
"158","112",2019,"Brooklyn",0,100,0,0,1,-Inf,4.60517018598809,1,119739,55730,52603,3829,3443,19600,100139,37348,37151,451,12739,0.46542897468661,0.439313840937372,0.031977885,0.0287542070670375,0.163689357686301,0.836310642,0.311911741370815,0.003766526,0.106389730998255,0.835149784113781
"159","112",2019,"Queens",0,46.875,9.375,3,15,2.23804657185647,3.84748448429057,32,119739,55730,52603,3829,3443,19600,100139,37348,37151,451,12739,0.46542897468661,0.439313840937372,0.031977885,0.0287542070670375,0.163689357686301,0.836310642,0.311911741370815,0.003766526,0.106389730998255,26.724793091641
"160","112",2020,"Queens",0,48,4,1,12,1.38629436111989,3.87120101090789,25,119739,55730,52603,3829,3443,19600,100139,37348,37151,451,12739,0.46542897468661,0.439313840937372,0.031977885,0.0287542070670375,0.163689357686301,0.836310642,0.311911741370815,0.003766526,0.106389730998255,20.8787446028445
"161","112",2021,"Queens",0,65,5,2,26,1.6094379124341,4.17438726989564,40,119739,55730,52603,3829,3443,19600,100139,37348,37151,451,12739,0.46542897468661,0.439313840937372,0.031977885,0.0287542070670375,0.163689357686301,0.836310642,0.311911741370815,0.003766526,0.106389730998255,33.4059913645512
"162","112",2022,"Queens",1,64.8148148148148,9.25925925925926,5,35,2.22562405185792,4.17153420091323,54,119739,55730,52603,3829,3443,19600,100139,37348,37151,451,12739,0.46542897468661,0.439313840937372,0.031977885,0.0287542070670375,0.163689357686301,0.836310642,0.311911741370815,0.003766526,0.106389730998255,45.0980883421442
"163","112",2023,"Queens",1,42.3076923076923,3.84615384615385,1,11,1.34707364796661,3.74496892076498,26,119739,55730,52603,3829,3443,19600,100139,37348,37151,451,12739,0.46542897468661,0.439313840937372,0.031977885,0.0287542070670375,0.163689357686301,0.836310642,0.311911741370815,0.003766526,0.106389730998255,21.7138943869583
"164","112",2024,"Queens",1,0,0,0,0,-Inf,-Inf,3,119739,55730,52603,3829,3443,19600,100139,37348,37151,451,12739,0.46542897468661,0.439313840937372,0.031977885,0.0287542070670375,0.163689357686301,0.836310642,0.311911741370815,0.003766526,0.106389730998255,2.50544935234134
"165","113",2017,"Queens",0,48.2758620689655,2.29885057471264,2,42,0.832409247893453,3.87693168561688,87,135221,2734,1654,100027,97441,15209,120012,7096,7019,1480,11981,0.020218753,0.012231828,0.73972977570052,0.720605527247987,0.112475133300301,0.887524867,0.052477056,0.0109450455180778,0.088603102,64.3391189238358
"166","113",2018,"Queens",0,53.2710280373832,2.80373831775701,3,57,1.03095364019429,3.97539261936074,107,135221,2734,1654,100027,97441,15209,120012,7096,7019,1480,11981,0.020218753,0.012231828,0.73972977570052,0.720605527247987,0.112475133300301,0.887524867,0.052477056,0.0109450455180778,0.088603102,79.1297209752923
"167","113",2019,"Queens",0,65.8536585365854,6.09756097560976,5,54,1.80788885115794,4.18743498528811,82,135221,2734,1654,100027,97441,15209,120012,7096,7019,1480,11981,0.020218753,0.012231828,0.73972977570052,0.720605527247987,0.112475133300301,0.887524867,0.052477056,0.0109450455180778,0.088603102,60.6414684109717
"168","113",2020,"Queens",0,46.7741935483871,12.9032258064516,8,29,2.55747734262284,3.84533163092947,62,135221,2734,1654,100027,97441,15209,120012,7096,7019,1480,11981,0.020218753,0.012231828,0.73972977570052,0.720605527247987,0.112475133300301,0.887524867,0.052477056,0.0109450455180778,0.088603102,45.8508663595152
"169","113",2021,"Queens",0,36.8421052631579,17.5438596491228,10,21,2.86470401114759,3.60664135587696,57,135221,2734,1654,100027,97441,15209,120012,7096,7019,1480,11981,0.020218753,0.012231828,0.73972977570052,0.720605527247987,0.112475133300301,0.887524867,0.052477056,0.0109450455180778,0.088603102,42.153215846651
"170","113",2022,"Queens",1,38.4615384615385,10.2564102564103,4,15,2.32790290097834,3.64965874096066,39,135221,2734,1654,100027,97441,15209,120012,7096,7019,1480,11981,0.020218753,0.012231828,0.73972977570052,0.720605527247987,0.112475133300301,0.887524867,0.052477056,0.0109450455180778,0.088603102,28.8416740003402
"171","113",2023,"Queens",1,60,5,3,36,1.6094379124341,4.0943445622221,60,135221,2734,1654,100027,97441,15209,120012,7096,7019,1480,11981,0.020218753,0.012231828,0.73972977570052,0.720605527247987,0.112475133300301,0.887524867,0.052477056,0.0109450455180778,0.088603102,44.3718061543695
"172","113",2024,"Queens",1,47.0588235294118,0,0,8,-Inf,3.85139838361171,17,135221,2734,1654,100027,97441,15209,120012,7096,7019,1480,11981,0.020218753,0.012231828,0.73972977570052,0.720605527247987,0.112475133300301,0.887524867,0.052477056,0.0109450455180778,0.088603102,12.572011743738
"173","114",2017,"Brooklyn",0,50,0,0,1,-Inf,3.91202300542815,2,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,0.959117611797147
"174","114",2017,"Manhattan",0,0,100,1,0,4.60517018598809,-Inf,1,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,0.479558805898573
"175","114",2017,"Queens",0,51.8072289156626,4.81927710843374,4,43,1.57262393931138,3.94752969388506,83,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,39.8033808895816
"176","114",2018,"Brooklyn",0,0,0,0,0,-Inf,-Inf,1,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,0.479558805898573
"177","114",2018,"Manhattan",0,0,0,0,0,-Inf,-Inf,2,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,0.959117611797147
"178","114",2018,"Queens",0,46.3917525773196,5.15463917525773,5,45,1.63989711991881,3.83712169725503,97,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,46.5172041721616
"179","114",2019,"Manhattan",0,0,0,0,0,-Inf,-Inf,1,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,0.479558805898573
"180","114",2019,"Queens",0,57.4468085106383,5.31914893617021,5,54,1.67131331615219,4.05085945028236,94,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,45.0785277544659
"181","114",2020,"Queens",0,59.5238095238095,4.76190476190476,2,25,1.56064774826467,4.08637639257292,42,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,20.1414698477401
"182","114",2021,"Manhattan",0,100,0,0,1,-Inf,4.60517018598809,1,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,0.479558805898573
"183","114",2021,"Queens",0,50,11.5384615384615,9,39,2.44568593663472,3.91202300542815,78,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,37.4055868600887
"184","114",2022,"Manhattan",1,50,0,0,1,-Inf,3.91202300542815,2,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,0.959117611797147
"185","114",2022,"Queens",1,50,5,3,30,1.6094379124341,3.91202300542815,60,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,28.7735283539144
"186","114",2023,"Manhattan",1,0,0,0,0,-Inf,-Inf,1,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,0.479558805898573
"187","114",2023,"Queens",1,60,6.66666666666667,5,45,1.89711998488588,4.0943445622221,75,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,35.966910442393
"188","114",2024,"Queens",1,50,0,0,7,-Inf,3.91202300542815,14,208525,102554,94829,18486,16518,51513,157012,34179,33886,1866,23334,0.491806737801223,0.454760820045558,0.088651241,0.079213524,0.247035127682532,0.752964872317468,0.163908404268073,0.008948567,0.111900251768373,6.71382328258003
"189","115",2017,"Queens",0,57.1428571428571,0,0,20,-Inf,4.04555439805267,35,179134,26261,17643,10054,8690,113447,65687,34726,34456,4894,24443,0.146599752140855,0.098490515,0.056125582,0.0485111704087443,0.633308026393649,0.366691973606351,0.19385488,0.02732033,0.136450925005862,19.5384460794712
"190","115",2018,"Brooklyn",0,0,0,0,0,-Inf,-Inf,1,179134,26261,17643,10054,8690,113447,65687,34726,34456,4894,24443,0.146599752140855,0.098490515,0.056125582,0.0485111704087443,0.633308026393649,0.366691973606351,0.19385488,0.02732033,0.136450925005862,0.558241316556321
"191","115",2018,"Queens",0,60,5.71428571428571,2,21,1.74296930505862,4.0943445622221,35,179134,26261,17643,10054,8690,113447,65687,34726,34456,4894,24443,0.146599752140855,0.098490515,0.056125582,0.0485111704087443,0.633308026393649,0.366691973606351,0.19385488,0.02732033,0.136450925005862,19.5384460794712
"192","115",2019,"Queens",0,67.3913043478261,6.52173913043478,3,31,1.87514107816711,4.21051599398414,46,179134,26261,17643,10054,8690,113447,65687,34726,34456,4894,24443,0.146599752140855,0.098490515,0.056125582,0.0485111704087443,0.633308026393649,0.366691973606351,0.19385488,0.02732033,0.136450925005862,25.6791005615908
"193","115",2020,"Queens",0,55.5555555555556,2.77777777777778,1,20,1.02165124753198,4.01738352108597,36,179134,26261,17643,10054,8690,113447,65687,34726,34456,4894,24443,0.146599752140855,0.098490515,0.056125582,0.0485111704087443,0.633308026393649,0.366691973606351,0.19385488,0.02732033,0.136450925005862,20.0966873960276
"194","115",2021,"Queens",0,54.2857142857143,2.85714285714286,1,19,1.04982212449868,3.99426110366512,35,179134,26261,17643,10054,8690,113447,65687,34726,34456,4894,24443,0.146599752140855,0.098490515,0.056125582,0.0485111704087443,0.633308026393649,0.366691973606351,0.19385488,0.02732033,0.136450925005862,19.5384460794712
"195","115",2022,"Queens",1,27.5862068965517,10.3448275862069,3,8,2.33648664466973,3.31731589768145,29,179134,26261,17643,10054,8690,113447,65687,34726,34456,4894,24443,0.146599752140855,0.098490515,0.056125582,0.0485111704087443,0.633308026393649,0.366691973606351,0.19385488,0.02732033,0.136450925005862,16.1889981801333
"196","115",2023,"Queens",1,61.5384615384615,0,0,16,-Inf,4.11966237020639,26,179134,26261,17643,10054,8690,113447,65687,34726,34456,4894,24443,0.146599752140855,0.098490515,0.056125582,0.0485111704087443,0.633308026393649,0.366691973606351,0.19385488,0.02732033,0.136450925005862,14.5142742304643
"197","115",2024,"Queens",1,83.3333333333333,0,0,5,-Inf,4.42284862919414,6,179134,26261,17643,10054,8690,113447,65687,34726,34456,4894,24443,0.146599752140855,0.098490515,0.056125582,0.0485111704087443,0.633308026393649,0.366691973606351,0.19385488,0.02732033,0.136450925005862,3.34944789933793
"198","120",2017,"Staten Island",0,44.4444444444444,7.77777777777778,7,40,2.05127066471314,3.79423996977176,90,122308,46574,41611,28782,26021,35890,86418,14002,13816,1410,12593,0.380792752722635,0.340214867383981,0.235323936291984,0.212749779245838,0.293439513359715,0.706560486640285,0.114481473002584,0.0115282728848481,0.102961376197796,73.5847205415836
"199","120",2018,"Manhattan",0,0,0,0,0,-Inf,-Inf,1,122308,46574,41611,28782,26021,35890,86418,14002,13816,1410,12593,0.380792752722635,0.340214867383981,0.235323936291984,0.212749779245838,0.293439513359715,0.706560486640285,0.114481473002584,0.0115282728848481,0.102961376197796,0.817608006017595
"200","120",2018,"Staten Island",0,39.5833333333333,2.08333333333333,2,38,0.7339691750802,3.67840815424664,96,122308,46574,41611,28782,26021,35890,86418,14002,13816,1410,12593,0.380792752722635,0.340214867383981,0.235323936291984,0.212749779245838,0.293439513359715,0.706560486640285,0.114481473002584,0.0115282728848481,0.102961376197796,78.4903685776891
"201","120",2019,"Staten Island",0,52.8301886792453,10.377358490566,11,56,2.33962636467439,3.96708278261117,106,122308,46574,41611,28782,26021,35890,86418,14002,13816,1410,12593,0.380792752722635,0.340214867383981,0.235323936291984,0.212749779245838,0.293439513359715,0.706560486640285,0.114481473002584,0.0115282728848481,0.102961376197796,86.6664486378651
"202","120",2020,"Staten Island",0,51.8518518518518,3.7037037037037,2,28,1.30933331998376,3.94839064959902,54,122308,46574,41611,28782,26021,35890,86418,14002,13816,1410,12593,0.380792752722635,0.340214867383981,0.235323936291984,0.212749779245838,0.293439513359715,0.706560486640285,0.114481473002584,0.0115282728848481,0.102961376197796,44.1508323249501
"203","120",2021,"Staten Island",0,43.1034482758621,8.62068965517241,5,25,2.15416508787577,3.76360300030987,58,122308,46574,41611,28782,26021,35890,86418,14002,13816,1410,12593,0.380792752722635,0.340214867383981,0.235323936291984,0.212749779245838,0.293439513359715,0.706560486640285,0.114481473002584,0.0115282728848481,0.102961376197796,47.4212643490205
"204","120",2022,"Staten Island",1,41.4285714285714,14.2857142857143,10,29,2.65926003693278,3.72397077392521,70,122308,46574,41611,28782,26021,35890,86418,14002,13816,1410,12593,0.380792752722635,0.340214867383981,0.235323936291984,0.212749779245838,0.293439513359715,0.706560486640285,0.114481473002584,0.0115282728848481,0.102961376197796,57.2325604212316
"205","120",2023,"Staten Island",1,62.7118644067797,6.77966101694915,4,37,1.91392710320226,4.1385506547266,59,122308,46574,41611,28782,26021,35890,86418,14002,13816,1410,12593,0.380792752722635,0.340214867383981,0.235323936291984,0.212749779245838,0.293439513359715,0.706560486640285,0.114481473002584,0.0115282728848481,0.102961376197796,48.2388723550381
"206","120",2024,"Staten Island",1,29.4117647058824,0,0,5,-Inf,3.38139475436598,17,122308,46574,41611,28782,26021,35890,86418,14002,13816,1410,12593,0.380792752722635,0.340214867383981,0.235323936291984,0.212749779245838,0.293439513359715,0.706560486640285,0.114481473002584,0.0115282728848481,0.102961376197796,13.8993361022991
"207","122",2017,"Staten Island",0,44.7368421052632,5.26315789473684,2,17,1.66073120682165,3.80079737031792,38,144552,104075,99681,4494,3831,18737,125815,18771,18642,464,9139,0.719983120261221,0.689585754607339,0.0310891582267973,0.0265025734683712,0.129621174387072,0.870378825612928,0.129856383861863,0.003209918,0.063222923,26.2881177707676
"208","122",2018,"Staten Island",0,46.3414634146341,2.4390243902439,1,19,0.891598119283784,3.83603709845022,41,144552,104075,99681,4494,3831,18737,125815,18771,18642,464,9139,0.719983120261221,0.689585754607339,0.0310891582267973,0.0265025734683712,0.129621174387072,0.870378825612928,0.129856383861863,0.003209918,0.063222923,28.3634954895124
"209","122",2019,"Staten Island",0,59.5238095238095,2.38095238095238,1,25,0.867500567704723,4.08637639257292,42,144552,104075,99681,4494,3831,18737,125815,18771,18642,464,9139,0.719983120261221,0.689585754607339,0.0310891582267973,0.0265025734683712,0.129621174387072,0.870378825612928,0.129856383861863,0.003209918,0.063222923,29.0552880624274
"210","122",2020,"Staten Island",0,51.5151515151515,0,0,17,-Inf,3.94187596857783,33,144552,104075,99681,4494,3831,18737,125815,18771,18642,464,9139,0.719983120261221,0.689585754607339,0.0310891582267973,0.0265025734683712,0.129621174387072,0.870378825612928,0.129856383861863,0.003209918,0.063222923,22.8291549061929
"211","122",2021,"Staten Island",0,53.3333333333333,6.66666666666667,2,16,1.89711998488588,3.97656152656572,30,144552,104075,99681,4494,3831,18737,125815,18771,18642,464,9139,0.719983120261221,0.689585754607339,0.0310891582267973,0.0265025734683712,0.129621174387072,0.870378825612928,0.129856383861863,0.003209918,0.063222923,20.7537771874481
"212","122",2022,"Staten Island",1,27.027027027027,10.8108108108108,4,10,2.38054663446376,3.29683736633791,37,144552,104075,99681,4494,3831,18737,125815,18771,18642,464,9139,0.719983120261221,0.689585754607339,0.0310891582267973,0.0265025734683712,0.129621174387072,0.870378825612928,0.129856383861863,0.003209918,0.063222923,25.5963251978527
"213","122",2023,"Staten Island",1,58.0645161290323,3.2258064516129,1,18,1.17118298150295,4.06155473939911,31,144552,104075,99681,4494,3831,18737,125815,18771,18642,464,9139,0.719983120261221,0.689585754607339,0.0310891582267973,0.0265025734683712,0.129621174387072,0.870378825612928,0.129856383861863,0.003209918,0.063222923,21.4455697603631
"214","122",2024,"Staten Island",1,75,0,0,6,-Inf,4.31748811353631,8,144552,104075,99681,4494,3831,18737,125815,18771,18642,464,9139,0.719983120261221,0.689585754607339,0.0310891582267973,0.0265025734683712,0.129621174387072,0.870378825612928,0.129856383861863,0.003209918,0.063222923,5.5343405833195
"215","123",2017,"Staten Island",0,43.3333333333333,0,0,13,-Inf,3.76892216178747,30,100738,83038,79753,1099,963,10816,89922,6836,6778,208,6455,0.824296690424666,0.791687347376362,0.0109094879787171,0.009559451,0.107367626913379,0.892632373086621,0.067859199,0.002064762,0.064077111,29.780221961921
"216","123",2018,"Staten Island",0,48.5714285714286,14.2857142857143,5,17,2.65926003693278,3.88303546855489,35,100738,83038,79753,1099,963,10816,89922,6836,6778,208,6455,0.824296690424666,0.791687347376362,0.0109094879787171,0.009559451,0.107367626913379,0.892632373086621,0.067859199,0.002064762,0.064077111,34.7435922889079
"217","123",2019,"Staten Island",0,46.1538461538462,19.2307692307692,5,12,2.95651156040071,3.83198029775461,26,100738,83038,79753,1099,963,10816,89922,6836,6778,208,6455,0.824296690424666,0.791687347376362,0.0109094879787171,0.009559451,0.107367626913379,0.892632373086621,0.067859199,0.002064762,0.064077111,25.8095257003316
"218","123",2020,"Staten Island",0,45.4545454545455,9.09090909090909,1,5,2.20727491318972,3.81671282562382,11,100738,83038,79753,1099,963,10816,89922,6836,6778,208,6455,0.824296690424666,0.791687347376362,0.0109094879787171,0.009559451,0.107367626913379,0.892632373086621,0.067859199,0.002064762,0.064077111,10.919414719371
"219","123",2021,"Staten Island",0,26.6666666666667,20,3,4,2.99573227355399,3.28341434600577,15,100738,83038,79753,1099,963,10816,89922,6836,6778,208,6455,0.824296690424666,0.791687347376362,0.0109094879787171,0.009559451,0.107367626913379,0.892632373086621,0.067859199,0.002064762,0.064077111,14.8901109809605
"220","123",2022,"Staten Island",1,40,20,5,10,2.99573227355399,3.68887945411394,25,100738,83038,79753,1099,963,10816,89922,6836,6778,208,6455,0.824296690424666,0.791687347376362,0.0109094879787171,0.009559451,0.107367626913379,0.892632373086621,0.067859199,0.002064762,0.064077111,24.8168516349342
"221","123",2023,"Staten Island",1,50,11.1111111111111,2,9,2.40794560865187,3.91202300542815,18,100738,83038,79753,1099,963,10816,89922,6836,6778,208,6455,0.824296690424666,0.791687347376362,0.0109094879787171,0.009559451,0.107367626913379,0.892632373086621,0.067859199,0.002064762,0.064077111,17.8681331771526
"222","123",2024,"Staten Island",1,0,0,0,0,-Inf,-Inf,2,100738,83038,79753,1099,963,10816,89922,6836,6778,208,6455,0.824296690424666,0.791687347376362,0.0109094879787171,0.009559451,0.107367626913379,0.892632373086621,0.067859199,0.002064762,0.064077111,1.98534813079473
"223","13",2017,"Manhattan",0,58.1395348837209,9.30232558139535,4,25,2.23026443141442,4.06284589516273,43,100050,67019,64496,5078,4637,10164,89886,15270,15139,194,8544,0.669855072463768,0.64463768115942,0.050754623,0.046346827,0.101589205397301,0.898410794602699,0.152623688155922,0.00193903,0.085397301,42.9785107446277
"224","13",2018,"Manhattan",0,61.2903225806452,6.45161290322581,2,19,1.86433016206289,4.11562196066939,31,100050,67019,64496,5078,4637,10164,89886,15270,15139,194,8544,0.669855072463768,0.64463768115942,0.050754623,0.046346827,0.101589205397301,0.898410794602699,0.152623688155922,0.00193903,0.085397301,30.9845077461269
"225","13",2019,"Brooklyn",0,100,0,0,1,-Inf,4.60517018598809,1,100050,67019,64496,5078,4637,10164,89886,15270,15139,194,8544,0.669855072463768,0.64463768115942,0.050754623,0.046346827,0.101589205397301,0.898410794602699,0.152623688155922,0.00193903,0.085397301,0.999500249875062
"226","13",2019,"Manhattan",0,60,8,4,30,2.07944154167984,4.0943445622221,50,100050,67019,64496,5078,4637,10164,89886,15270,15139,194,8544,0.669855072463768,0.64463768115942,0.050754623,0.046346827,0.101589205397301,0.898410794602699,0.152623688155922,0.00193903,0.085397301,49.9750124937531
"227","13",2020,"Manhattan",0,36.1111111111111,9.72222222222222,7,26,2.27441421602735,3.58660060499352,72,100050,67019,64496,5078,4637,10164,89886,15270,15139,194,8544,0.669855072463768,0.64463768115942,0.050754623,0.046346827,0.101589205397301,0.898410794602699,0.152623688155922,0.00193903,0.085397301,71.9640179910045
"228","13",2021,"Manhattan",0,43.2432432432432,2.7027027027027,1,16,0.994252273343867,3.76684099558365,37,100050,67019,64496,5078,4637,10164,89886,15270,15139,194,8544,0.669855072463768,0.64463768115942,0.050754623,0.046346827,0.101589205397301,0.898410794602699,0.152623688155922,0.00193903,0.085397301,36.9815092453773
"229","13",2022,"Manhattan",1,30.6122448979592,10.2040816326531,5,15,2.32278780031156,3.42140008897967,49,100050,67019,64496,5078,4637,10164,89886,15270,15139,194,8544,0.669855072463768,0.64463768115942,0.050754623,0.046346827,0.101589205397301,0.898410794602699,0.152623688155922,0.00193903,0.085397301,48.9755122438781
"230","13",2023,"Manhattan",1,54,2,1,27,0.693147180559945,3.98898404656427,50,100050,67019,64496,5078,4637,10164,89886,15270,15139,194,8544,0.669855072463768,0.64463768115942,0.050754623,0.046346827,0.101589205397301,0.898410794602699,0.152623688155922,0.00193903,0.085397301,49.9750124937531
"231","13",2024,"Manhattan",1,45.4545454545455,0,0,5,-Inf,3.81671282562382,11,100050,67019,64496,5078,4637,10164,89886,15270,15139,194,8544,0.669855072463768,0.64463768115942,0.050754623,0.046346827,0.101589205397301,0.898410794602699,0.152623688155922,0.00193903,0.085397301,10.9945027486257
"232","14",2017,"Manhattan",0,50.6666666666667,0,0,38,-Inf,3.92526823217817,75,28050,13221,12203,3940,3428,3999,24051,7233,7205,103,2030,0.471336898395722,0.435044563279857,0.140463458110517,0.122210338680927,0.142566844919786,0.857433155080214,0.257860962566845,0.003672014,0.072370766,267.379679144385
"233","14",2018,"Manhattan",0,56.0747663551402,2.80373831775701,3,60,1.03095364019429,4.02668591374829,107,28050,13221,12203,3940,3428,3999,24051,7233,7205,103,2030,0.471336898395722,0.435044563279857,0.140463458110517,0.122210338680927,0.142566844919786,0.857433155080214,0.257860962566845,0.003672014,0.072370766,381.461675579323
"234","14",2019,"Brooklyn",0,100,0,0,1,-Inf,4.60517018598809,1,28050,13221,12203,3940,3428,3999,24051,7233,7205,103,2030,0.471336898395722,0.435044563279857,0.140463458110517,0.122210338680927,0.142566844919786,0.857433155080214,0.257860962566845,0.003672014,0.072370766,3.5650623885918
"235","14",2019,"Manhattan",0,65.2542372881356,5.93220338983051,7,77,1.78039571057774,4.17829098337611,118,28050,13221,12203,3940,3428,3999,24051,7233,7205,103,2030,0.471336898395722,0.435044563279857,0.140463458110517,0.122210338680927,0.142566844919786,0.857433155080214,0.257860962566845,0.003672014,0.072370766,420.677361853832
"236","14",2020,"Manhattan",0,41.4285714285714,7.14285714285714,5,29,1.96611285637283,3.72397077392521,70,28050,13221,12203,3940,3428,3999,24051,7233,7205,103,2030,0.471336898395722,0.435044563279857,0.140463458110517,0.122210338680927,0.142566844919786,0.857433155080214,0.257860962566845,0.003672014,0.072370766,249.554367201426
"237","14",2021,"Manhattan",0,49.2537313432836,5.97014925373134,4,33,1.78677192771702,3.89698512806361,67,28050,13221,12203,3940,3428,3999,24051,7233,7205,103,2030,0.471336898395722,0.435044563279857,0.140463458110517,0.122210338680927,0.142566844919786,0.857433155080214,0.257860962566845,0.003672014,0.072370766,238.859180035651
"238","14",2022,"Manhattan",1,39.2857142857143,10.7142857142857,9,33,2.371577964481,3.67086094861126,84,28050,13221,12203,3940,3428,3999,24051,7233,7205,103,2030,0.471336898395722,0.435044563279857,0.140463458110517,0.122210338680927,0.142566844919786,0.857433155080214,0.257860962566845,0.003672014,0.072370766,299.465240641711
"239","14",2023,"Manhattan",1,57.7319587628866,7.21649484536082,7,56,1.97636935654002,4.05581089821986,97,28050,13221,12203,3940,3428,3999,24051,7233,7205,103,2030,0.471336898395722,0.435044563279857,0.140463458110517,0.122210338680927,0.142566844919786,0.857433155080214,0.257860962566845,0.003672014,0.072370766,345.811051693405
"240","14",2024,"Manhattan",1,58.974358974359,0,0,23,-Inf,4.07710275578759,39,28050,13221,12203,3940,3428,3999,24051,7233,7205,103,2030,0.471336898395722,0.435044563279857,0.140463458110517,0.122210338680927,0.142566844919786,0.857433155080214,0.257860962566845,0.003672014,0.072370766,139.03743315508
"241","17",2017,"Manhattan",0,28,4,1,7,1.38629436111989,3.3322045101752,25,89367,61467,59818,2478,2256,6576,82791,16938,16879,90,6396,0.687804223035349,0.66935222173733,0.027728356,0.0252442176642385,0.073584209,0.926415791063816,0.189533049112088,0.001007083,0.071570043,27.9745319860799
"242","17",2018,"Manhattan",0,36,0,0,9,-Inf,3.58351893845611,25,89367,61467,59818,2478,2256,6576,82791,16938,16879,90,6396,0.687804223035349,0.66935222173733,0.027728356,0.0252442176642385,0.073584209,0.926415791063816,0.189533049112088,0.001007083,0.071570043,27.9745319860799
"243","17",2019,"Manhattan",0,48.1481481481481,3.7037037037037,1,13,1.30933331998376,3.8742826774453,27,89367,61467,59818,2478,2256,6576,82791,16938,16879,90,6396,0.687804223035349,0.66935222173733,0.027728356,0.0252442176642385,0.073584209,0.926415791063816,0.189533049112088,0.001007083,0.071570043,30.2124945449663
