CB2020,CT2020,BCTCB2020,GEOID,OBJECTID,CTLabel,BoroCT2020,NAME,DP03_0128PE,precinct
"1000","000100","10001001000","360610001001000",2163,"1","2000100",,,"1"
"1001","000100","10001001001","360610001001001",2163,"1","2000100",,,"1"
"1000","000500","10005001000","360610005001000",883,"5","1000500",,,"1"
"1003","000500","10005001003","360610005001003",883,"5","1000500",,,"1"
"1004","000500","10005001004","360610005001004",883,"5","1000500",,,"1"
"1005","000500","10005001005","360610005001005",883,"5","1000500",,,"1"
"1006","000500","10005001006","360610005001006",883,"5","1000500",,,"1"
"1007","000500","10005001007","360610005001007",883,"5","1000500",,,"1"
"1008","000500","10005001008","360610005001008",883,"5","1000500",,,"1"
"1009","000500","10005001009","360610005001009",883,"5","1000500",,,"1"
"1010","000500","10005001010","360610005001010",883,"5","1000500",,,"1"
"1012","000500","10005001012","360610005001012",883,"5","1000500",,,"1"
"1013","000500","10005001013","360610005001013",883,"5","1000500",,,"1"
"1015","000500","10005001015","360610005001015",883,"5","1000500",,,"1"
"1016","000500","10005001016","360610005001016",883,"5","1000500",,,"1"
"1017","000500","10005001017","360610005001017",883,"5","1000500",,,"1"
"1018","000500","10005001018","360610005001018",883,"5","1000500",,,"1"
"1019","000500","10005001019","360610005001019",883,"5","1000500",,,"1"
"1021","000500","10005001021","360610005001021",883,"5","1000500",,,"1"
"1022","000500","10005001022","360610005001022",883,"5","1000500",,,"1"
"1023","000500","10005001023","360610005001023",883,"5","1000500",,,"1"
"1024","000500","10005001024","360610005001024",883,"5","1000500",,,"1"
"1025","000500","10005001025","360610005001025",883,"5","1000500",,,"1"
"1026","000500","10005001026","360610005001026",883,"5","1000500",,,"1"
"1027","000500","10005001027","360610005001027",883,"5","1000500",,,"1"
"1028","000500","10005001028","360610005001028",883,"5","1000500",,,"1"
"1029","000500","10005001029","360610005001029",883,"5","1000500",,,"1"
"1030","000500","10005001030","360610005001030",883,"5","1000500",,,"1"
"1031","000500","10005001031","360610005001031",883,"5","1000500",,,"1"
"1000","000700","10007001000","360610007001000",1243,"7","3000700",,,"1"
"1001","000700","10007001001","360610007001001",1243,"7","3000700",,,"1"
"1002","000700","10007001002","360610007001002",1243,"7","3000700",,,"1"
"1003","000700","10007001003","360610007001003",1243,"7","3000700",,,"1"
"1004","000700","10007001004","360610007001004",1243,"7","3000700",,,"1"
"3000","000700","10007003000","360610007003000",1243,"7","3000700",,,"1"
"4003","000700","10007004003","360610007004003",1243,"7","3000700",,,"1"
"4004","000700","10007004004","360610007004004",1243,"7","3000700",,,"1"
"5000","000700","10007005000","360610007005000",1243,"7","3000700",,,"1"
"5001","000700","10007005001","360610007005001",1243,"7","3000700",,,"1"
"6000","000700","10007006000","360610007006000",1243,"7","3000700",,,"1"
"6001","000700","10007006001","360610007006001",1243,"7","3000700",,,"1"
"6002","000700","10007006002","360610007006002",1243,"7","3000700",,,"1"
"7000","000700","10007007000","360610007007000",1243,"7","3000700",,,"1"
"7001","000700","10007007001","360610007007001",1243,"7","3000700",,,"1"
"7002","000700","10007007002","360610007007002",1243,"7","3000700",,,"1"
"7003","000700","10007007003","360610007007003",1243,"7","3000700",,,"1"
"7004","000700","10007007004","360610007007004",1243,"7","3000700",,,"1"
"7005","000700","10007007005","360610007007005",1243,"7","3000700",,,"1"
"7006","000700","10007007006","360610007007006",1243,"7","3000700",,,"1"
"7007","000700","10007007007","360610007007007",1243,"7","3000700",,,"1"
"7008","000700","10007007008","360610007007008",1243,"7","3000700",,,"1"
"8000","000700","10007008000","360610007008000",1243,"7","3000700",,,"1"
"8001","000700","10007008001","360610007008001",1243,"7","3000700",,,"1"
"8002","000700","10007008002","360610007008002",1243,"7","3000700",,,"1"
"1000","000900","10009001000","360610009001000",1244,"9","3000900",,,"1"
"1002","000900","10009001002","360610009001002",1244,"9","3000900",,,"1"
"1003","000900","10009001003","360610009001003",1244,"9","3000900",,,"1"
"1004","000900","10009001004","360610009001004",1244,"9","3000900",,,"1"
"1005","000900","10009001005","360610009001005",1244,"9","3000900",,,"1"
"1007","000900","10009001007","360610009001007",1244,"9","3000900",,,"1"
"1008","000900","10009001008","360610009001008",1244,"9","3000900",,,"1"
"1009","000900","10009001009","360610009001009",1244,"9","3000900",,,"1"
"1010","000900","10009001010","360610009001010",1244,"9","3000900",,,"1"
"1011","000900","10009001011","360610009001011",1244,"9","3000900",,,"1"
"1012","000900","10009001012","360610009001012",1244,"9","3000900",,,"1"
"1013","000900","10009001013","360610009001013",1244,"9","3000900",,,"1"
"1014","000900","10009001014","360610009001014",1244,"9","3000900",,,"1"
"1015","000900","10009001015","360610009001015",1244,"9","3000900",,,"1"
"1016","000900","10009001016","360610009001016",1244,"9","3000900",,,"1"
"1017","000900","10009001017","360610009001017",1244,"9","3000900",,,"1"
"1018","000900","10009001018","360610009001018",1244,"9","3000900",,,"1"
"1019","000900","10009001019","360610009001019",1244,"9","3000900",,,"1"
"1020","000900","10009001020","360610009001020",1244,"9","3000900",,,"1"
"1021","000900","10009001021","360610009001021",1244,"9","3000900",,,"1"
"1022","000900","10009001022","360610009001022",1244,"9","3000900",,,"1"
"1023","000900","10009001023","360610009001023",1244,"9","3000900",,,"1"
"1001","001300","10013001001","360610013001001",2296,"13","1001300",,,"1"
"2003","001300","10013002003","360610013002003",2296,"13","1001300",,,"1"
"2004","001300","10013002004","360610013002004",2296,"13","1001300",,,"1"
"2005","001300","10013002005","360610013002005",2296,"13","1001300",,,"1"
"2006","001300","10013002006","360610013002006",2296,"13","1001300",,,"1"
"2007","001300","10013002007","360610013002007",2296,"13","1001300",,,"1"
"2008","001300","10013002008","360610013002008",2296,"13","1001300",,,"1"
"2009","001300","10013002009","360610013002009",2296,"13","1001300",,,"1"
"3000","001300","10013003000","360610013003000",2296,"13","1001300",,,"1"
"3001","001300","10013003001","360610013003001",2296,"13","1001300",,,"1"
"3002","001300","10013003002","360610013003002",2296,"13","1001300",,,"1"
"3004","001300","10013003004","360610013003004",2296,"13","1001300",,,"1"
"3005","001300","10013003005","360610013003005",2296,"13","1001300",,,"1"
"4000","001300","10013004000","360610013004000",2296,"13","1001300",,,"1"
"4001","001300","10013004001","360610013004001",2296,"13","1001300",,,"1"
"4002","001300","10013004002","360610013004002",2296,"13","1001300",,,"1"
"4003","001300","10013004003","360610013004003",2296,"13","1001300",,,"1"
"4004","001300","10013004004","360610013004004",2296,"13","1001300",,,"1"
"4005","001300","10013004005","360610013004005",2296,"13","1001300",,,"1"
"4006","001300","10013004006","360610013004006",2296,"13","1001300",,,"1"
"4007","001300","10013004007","360610013004007",2296,"13","1001300",,,"1"
"4008","001300","10013004008","360610013004008",2296,"13","1001300",,,"1"
"5001","001300","10013005001","360610013005001",2296,"13","1001300",,,"1"
"5002","001300","10013005002","360610013005002",2296,"13","1001300",,,"1"
"5003","001300","10013005003","360610013005003",2296,"13","1001300",,,"1"
"5004","001300","10013005004","360610013005004",2296,"13","1001300",,,"1"
"1002","001501","10015011002","360610015011002",2267,"15.01","3001501",,,"1"
"1003","001501","10015011003","360610015011003",2267,"15.01","3001501",,,"1"
"1007","001501","10015011007","360610015011007",2267,"15.01","3001501",,,"1"
"1008","001501","10015011008","360610015011008",2267,"15.01","3001501",,,"1"
"1009","001501","10015011009","360610015011009",2267,"15.01","3001501",,,"1"
"1010","001501","10015011010","360610015011010",2267,"15.01","3001501",,,"1"
"1011","001501","10015011011","360610015011011",2267,"15.01","3001501",,,"1"
"1012","001501","10015011012","360610015011012",2267,"15.01","3001501",,,"1"
"1013","001501","10015011013","360610015011013",2267,"15.01","3001501",,,"1"
"1014","001501","10015011014","360610015011014",2267,"15.01","3001501",,,"1"
"1015","001501","10015011015","360610015011015",2267,"15.01","3001501",,,"1"
"1016","001501","10015011016","360610015011016",2267,"15.01","3001501",,,"1"
"1017","001501","10015011017","360610015011017",2267,"15.01","3001501",,,"1"
"3002","001501","10015013002","360610015013002",2267,"15.01","3001501",,,"1"
"3003","001501","10015013003","360610015013003",2267,"15.01","3001501",,,"1"
"3006","001501","10015013006","360610015013006",2267,"15.01","3001501",,,"1"
"3007","001501","10015013007","360610015013007",2267,"15.01","3001501",,,"1"
"3008","001501","10015013008","360610015013008",2267,"15.01","3001501",,,"1"
"3009","001501","10015013009","360610015013009",2267,"15.01","3001501",,,"1"
"3010","001501","10015013010","360610015013010",2267,"15.01","3001501",,,"1"
"3011","001501","10015013011","360610015013011",2267,"15.01","3001501",,,"1"
"3012","001501","10015013012","360610015013012",2267,"15.01","3001501",,,"1"
"3013","001501","10015013013","360610015013013",2267,"15.01","3001501",,,"1"
"3014","001501","10015013014","360610015013014",2267,"15.01","3001501",,,"1"
"3015","001501","10015013015","360610015013015",2267,"15.01","3001501",,,"1"
"3016","001501","10015013016","360610015013016",2267,"15.01","3001501",,,"1"
"1000","001502","10015021000","360610015021000",1246,"15.02","3001502",,,"1"
"1001","001502","10015021001","360610015021001",1246,"15.02","3001502",,,"1"
"1002","001502","10015021002","360610015021002",1246,"15.02","3001502",,,"1"
"1003","001502","10015021003","360610015021003",1246,"15.02","3001502",,,"1"
"1004","001502","10015021004","360610015021004",1246,"15.02","3001502",,,"1"
"2000","001502","10015022000","360610015022000",1246,"15.02","3001502",,,"1"
"2001","001502","10015022001","360610015022001",1246,"15.02","3001502",,,"1"
"2002","001502","10015022002","360610015022002",1246,"15.02","3001502",,,"1"
"2003","001502","10015022003","360610015022003",1246,"15.02","3001502",,,"1"
"2004","001502","10015022004","360610015022004",1246,"15.02","3001502",,,"1"
"2005","001502","10015022005","360610015022005",1246,"15.02","3001502",,,"1"
"2007","001502","10015022007","360610015022007",1246,"15.02","3001502",,,"1"
"3000","001502","10015023000","360610015023000",1246,"15.02","3001502",,,"1"
"3001","001502","10015023001","360610015023001",1246,"15.02","3001502",,,"1"
"3002","001502","10015023002","360610015023002",1246,"15.02","3001502",,,"1"
"3003","001502","10015023003","360610015023003",1246,"15.02","3001502",,,"1"
"4000","001502","10015024000","360610015024000",1246,"15.02","3001502",,,"1"
"4001","001502","10015024001","360610015024001",1246,"15.02","3001502",,,"1"
"4002","001502","10015024002","360610015024002",1246,"15.02","3001502",,,"1"
"4003","001502","10015024003","360610015024003",1246,"15.02","3001502",,,"1"
"4004","001502","10015024004","360610015024004",1246,"15.02","3001502",,,"1"
"4005","001502","10015024005","360610015024005",1246,"15.02","3001502",,,"1"
"4006","001502","10015024006","360610015024006",1246,"15.02","3001502",,,"1"
"5000","001502","10015025000","360610015025000",1246,"15.02","3001502",,,"1"
"6000","001502","10015026000","360610015026000",1246,"15.02","3001502",,,"1"
"6001","001502","10015026001","360610015026001",1246,"15.02","3001502",,,"1"
"7000","001502","10015027000","360610015027000",1246,"15.02","3001502",,,"1"
"7001","001502","10015027001","360610015027001",1246,"15.02","3001502",,,"1"
"7002","001502","10015027002","360610015027002",1246,"15.02","3001502",,,"1"
"1000","002100","10021001000","360610021001000",2297,"21","1002100",,,"1"
"1001","002100","10021001001","360610021001001",2297,"21","1002100",,,"1"
"1002","002100","10021001002","360610021001002",2297,"21","1002100",,,"1"
"1003","002100","10021001003","360610021001003",2297,"21","1002100",,,"1"
"1004","002100","10021001004","360610021001004",2297,"21","1002100",,,"1"
"1005","002100","10021001005","360610021001005",2297,"21","1002100",,,"1"
"1006","002100","10021001006","360610021001006",2297,"21","1002100",,,"1"
"2000","002100","10021002000","360610021002000",2297,"21","1002100",,,"1"
"2001","002100","10021002001","360610021002001",2297,"21","1002100",,,"1"
"2002","002100","10021002002","360610021002002",2297,"21","1002100",,,"1"
"2003","002100","10021002003","360610021002003",2297,"21","1002100",,,"1"
"2005","002100","10021002005","360610021002005",2297,"21","1002100",,,"1"
"3000","002100","10021003000","360610021003000",2297,"21","1002100",,,"1"
"3001","002100","10021003001","360610021003001",2297,"21","1002100",,,"1"
"3003","002100","10021003003","360610021003003",2297,"21","1002100",,,"1"
"3004","002100","10021003004","360610021003004",2297,"21","1002100",,,"1"
"3005","002100","10021003005","360610021003005",2297,"21","1002100",,,"1"
"3006","002100","10021003006","360610021003006",2297,"21","1002100",,,"1"
"3007","002100","10021003007","360610021003007",2297,"21","1002100",,,"1"
"3008","002100","10021003008","360610021003008",2297,"21","1002100",,,"1"
"4000","002100","10021004000","360610021004000",2297,"21","1002100",,,"1"
"2003","003100","10031002003","360610031002003",2280,"31","2003100",,,"1"
"2007","003100","10031002007","360610031002007",2280,"31","2003100",,,"1"
"2008","003100","10031002008","360610031002008",2280,"31","2003100",,,"1"
"2009","003100","10031002009","360610031002009",2280,"31","2003100",,,"1"
"2010","003100","10031002010","360610031002010",2280,"31","2003100",,,"1"
"1000","003300","10033001000","360610033001000",1256,"33","3003300",,,"1"
"1001","003300","10033001001","360610033001001",1256,"33","3003300",,,"1"
"1002","003300","10033001002","360610033001002",1256,"33","3003300",,,"1"
"1003","003300","10033001003","360610033001003",1256,"33","3003300",,,"1"
"1004","003300","10033001004","360610033001004",1256,"33","3003300",,,"1"
"1005","003300","10033001005","360610033001005",1256,"33","3003300",,,"1"
"1006","003300","10033001006","360610033001006",1256,"33","3003300",,,"1"
"1007","003300","10033001007","360610033001007",1256,"33","3003300",,,"1"
"1008","003300","10033001008","360610033001008",1256,"33","3003300",,,"1"
"1009","003300","10033001009","360610033001009",1256,"33","3003300",,,"1"
"1010","003300","10033001010","360610033001010",1256,"33","3003300",,,"1"
"1011","003300","10033001011","360610033001011",1256,"33","3003300",,,"1"
"1012","003300","10033001012","360610033001012",1256,"33","3003300",,,"1"
"2000","003300","10033002000","360610033002000",1256,"33","3003300",,,"1"
"2001","003300","10033002001","360610033002001",1256,"33","3003300",,,"1"
"2002","003300","10033002002","360610033002002",1256,"33","3003300",,,"1"
"2003","003300","10033002003","360610033002003",1256,"33","3003300",,,"1"
"2004","003300","10033002004","360610033002004",1256,"33","3003300",,,"1"
"2005","003300","10033002005","360610033002005",1256,"33","3003300",,,"1"
"2006","003300","10033002006","360610033002006",1256,"33","3003300",,,"1"
"2007","003300","10033002007","360610033002007",1256,"33","3003300",,,"1"
"2008","003300","10033002008","360610033002008",1256,"33","3003300",,,"1"
"2009","003300","10033002009","360610033002009",1256,"33","3003300",,,"1"
"2010","003300","10033002010","360610033002010",1256,"33","3003300",,,"1"
"2011","003300","10033002011","360610033002011",1256,"33","3003300",,,"1"
"2012","003300","10033002012","360610033002012",1256,"33","3003300",,,"1"
"2013","003300","10033002013","360610033002013",1256,"33","3003300",,,"1"
"2014","003300","10033002014","360610033002014",1256,"33","3003300",,,"1"
"2015","003300","10033002015","360610033002015",1256,"33","3003300",,,"1"
"2016","003300","10033002016","360610033002016",1256,"33","3003300",,,"1"
"2017","003300","10033002017","360610033002017",1256,"33","3003300",,,"1"
"2018","003300","10033002018","360610033002018",1256,"33","3003300",,,"1"
"2019","003300","10033002019","360610033002019",1256,"33","3003300",,,"1"
"3000","003300","10033003000","360610033003000",1256,"33","3003300",,,"1"
"3001","003300","10033003001","360610033003001",1256,"33","3003300",,,"1"
"3002","003300","10033003002","360610033003002",1256,"33","3003300",,,"1"
"3003","003300","10033003003","360610033003003",1256,"33","3003300",,,"1"
"3004","003300","10033003004","360610033003004",1256,"33","3003300",,,"1"
"4000","003300","10033004000","360610033004000",1256,"33","3003300",,,"1"
"4001","003300","10033004001","360610033004001",1256,"33","3003300",,,"1"
"4002","003300","10033004002","360610033004002",1256,"33","3003300",,,"1"
"4003","003300","10033004003","360610033004003",1256,"33","3003300",,,"1"
"4004","003300","10033004004","360610033004004",1256,"33","3003300",,,"1"
"4005","003300","10033004005","360610033004005",1256,"33","3003300",,,"1"
"1000","003700","10037001000","360610037001000",2171,"37","4003700",,,"1"
"1001","003700","10037001001","360610037001001",2171,"37","4003700",,,"1"
"1002","003700","10037001002","360610037001002",2171,"37","4003700",,,"1"
"1003","003700","10037001003","360610037001003",2171,"37","4003700",,,"1"
"1004","003700","10037001004","360610037001004",2171,"37","4003700",,,"1"
"1005","003700","10037001005","360610037001005",2171,"37","4003700",,,"1"
"1006","003700","10037001006","360610037001006",2171,"37","4003700",,,"1"
"1007","003700","10037001007","360610037001007",2171,"37","4003700",,,"1"
"1008","003700","10037001008","360610037001008",2171,"37","4003700",,,"1"
"1009","003700","10037001009","360610037001009",2171,"37","4003700",,,"1"
"1010","003700","10037001010","360610037001010",2171,"37","4003700",,,"1"
"1011","003700","10037001011","360610037001011",2171,"37","4003700",,,"1"
"1012","003700","10037001012","360610037001012",2171,"37","4003700",,,"1"
"1013","003700","10037001013","360610037001013",2171,"37","4003700",,,"1"
"1014","003700","10037001014","360610037001014",2171,"37","4003700",,,"1"
"1015","003700","10037001015","360610037001015",2171,"37","4003700",,,"1"
"1016","003700","10037001016","360610037001016",2171,"37","4003700",,,"1"
"1017","003700","10037001017","360610037001017",2171,"37","4003700",,,"1"
"1018","003700","10037001018","360610037001018",2171,"37","4003700",,,"1"
"2000","003700","10037002000","360610037002000",2171,"37","4003700",,,"1"
"2001","003700","10037002001","360610037002001",2171,"37","4003700",,,"1"
"2002","003700","10037002002","360610037002002",2171,"37","4003700",,,"1"
"2003","003700","10037002003","360610037002003",2171,"37","4003700",,,"1"
"2004","003700","10037002004","360610037002004",2171,"37","4003700",,,"1"
"2005","003700","10037002005","360610037002005",2171,"37","4003700",,,"1"
"2006","003700","10037002006","360610037002006",2171,"37","4003700",,,"1"
"3000","003700","10037003000","360610037003000",2171,"37","4003700",,,"1"
"3001","003700","10037003001","360610037003001",2171,"37","4003700",,,"1"
"3002","003700","10037003002","360610037003002",2171,"37","4003700",,,"1"
"3003","003700","10037003003","360610037003003",2171,"37","4003700",,,"1"
"3004","003700","10037003004","360610037003004",2171,"37","4003700",,,"1"
"3005","003700","10037003005","360610037003005",2171,"37","4003700",,,"1"
"3006","003700","10037003006","360610037003006",2171,"37","4003700",,,"1"
"3007","003700","10037003007","360610037003007",2171,"37","4003700",,,"1"
"3008","003700","10037003008","360610037003008",2171,"37","4003700",,,"1"
"3009","003700","10037003009","360610037003009",2171,"37","4003700",,,"1"
"3010","003700","10037003010","360610037003010",2171,"37","4003700",,,"1"
"3011","003700","10037003011","360610037003011",2171,"37","4003700",,,"1"
"3012","003700","10037003012","360610037003012",2171,"37","4003700",,,"1"
"3013","003700","10037003013","360610037003013",2171,"37","4003700",,,"1"
"3014","003700","10037003014","360610037003014",2171,"37","4003700",,,"1"
"3015","003700","10037003015","360610037003015",2171,"37","4003700",,,"1"
"3016","003700","10037003016","360610037003016",2171,"37","4003700",,,"1"
"3017","003700","10037003017","360610037003017",2171,"37","4003700",,,"1"
"1000","003900","10039001000","360610039001000",2303,"39","5003900",,,"1"
"1001","003900","10039001001","360610039001001",2303,"39","5003900",,,"1"
"1002","003900","10039001002","360610039001002",2303,"39","5003900",,,"1"
"1003","003900","10039001003","360610039001003",2303,"39","5003900",,,"1"
"1004","003900","10039001004","360610039001004",2303,"39","5003900",,,"1"
"1005","003900","10039001005","360610039001005",2303,"39","5003900",,,"1"
"1006","003900","10039001006","360610039001006",2303,"39","5003900",,,"1"
"1007","003900","10039001007","360610039001007",2303,"39","5003900",,,"1"
"1008","003900","10039001008","360610039001008",2303,"39","5003900",,,"1"
"1009","003900","10039001009","360610039001009",2303,"39","5003900",,,"1"
"1010","003900","10039001010","360610039001010",2303,"39","5003900",,,"1"
"1011","003900","10039001011","360610039001011",2303,"39","5003900",,,"1"
"1012","003900","10039001012","360610039001012",2303,"39","5003900",,,"1"
"1013","003900","10039001013","360610039001013",2303,"39","5003900",,,"1"
"1014","003900","10039001014","360610039001014",2303,"39","5003900",,,"1"
"1015","003900","10039001015","360610039001015",2303,"39","5003900",,,"1"
"1016","003900","10039001016","360610039001016",2303,"39","5003900",,,"1"
"1017","003900","10039001017","360610039001017",2303,"39","5003900",,,"1"
"1018","003900","10039001018","360610039001018",2303,"39","5003900",,,"1"
"1019","003900","10039001019","360610039001019",2303,"39","5003900",,,"1"
"1020","003900","10039001020","360610039001020",2303,"39","5003900",,,"1"
"1021","003900","10039001021","360610039001021",2303,"39","5003900",,,"1"
"2000","003900","10039002000","360610039002000",2303,"39","5003900",,,"1"
"2001","003900","10039002001","360610039002001",2303,"39","5003900",,,"1"
"2002","003900","10039002002","360610039002002",2303,"39","5003900",,,"1"
"2004","003900","10039002004","360610039002004",2303,"39","5003900",,,"1"
"3000","003900","10039003000","360610039003000",2303,"39","5003900",,,"1"
"3001","003900","10039003001","360610039003001",2303,"39","5003900",,,"1"
"3002","003900","10039003002","360610039003002",2303,"39","5003900",,,"1"
"3003","003900","10039003003","360610039003003",2303,"39","5003900",,,"1"
"3005","003900","10039003005","360610039003005",2303,"39","5003900",,,"1"
"3006","003900","10039003006","360610039003006",2303,"39","5003900",,,"1"
"3007","003900","10039003007","360610039003007",2303,"39","5003900",,,"1"
"3008","003900","10039003008","360610039003008",2303,"39","5003900",,,"1"
"3009","003900","10039003009","360610039003009",2303,"39","5003900",,,"1"
"3010","003900","10039003010","360610039003010",2303,"39","5003900",,,"1"
"4000","003900","10039004000","360610039004000",2303,"39","5003900",,,"1"
"1000","004700","10047001000","360610047001000",1268,"47","3004700",,,"1"
"1001","004700","10047001001","360610047001001",1268,"47","3004700",,,"1"
"1002","004700","10047001002","360610047001002",1268,"47","3004700",,,"1"
"1003","004700","10047001003","360610047001003",1268,"47","3004700",,,"1"
"2000","004700","10047002000","360610047002000",1268,"47","3004700",,,"1"
"2001","004700","10047002001","360610047002001",1268,"47","3004700",,,"1"
"2002","004700","10047002002","360610047002002",1268,"47","3004700",,,"1"
"2003","004700","10047002003","360610047002003",1268,"47","3004700",,,"1"
"2004","004700","10047002004","360610047002004",1268,"47","3004700",,,"1"
"2005","004700","10047002005","360610047002005",1268,"47","3004700",,,"1"
"2006","004700","10047002006","360610047002006",1268,"47","3004700",,,"1"
"2008","004700","10047002008","360610047002008",1268,"47","3004700",,,"1"
"2009","004700","10047002009","360610047002009",1268,"47","3004700",,,"1"
"2010","004700","10047002010","360610047002010",1268,"47","3004700",,,"1"
"2011","004700","10047002011","360610047002011",1268,"47","3004700",,,"1"
"2012","004700","10047002012","360610047002012",1268,"47","3004700",,,"1"
"2013","004700","10047002013","360610047002013",1268,"47","3004700",,,"1"
"2014","004700","10047002014","360610047002014",1268,"47","3004700",,,"1"
"1000","004900","10049001000","360610049001000",1269,"49","3004900",,,"1"
"1001","004900","10049001001","360610049001001",1269,"49","3004900",,,"1"
"1002","004900","10049001002","360610049001002",1269,"49","3004900",,,"1"
"1003","004900","10049001003","360610049001003",1269,"49","3004900",,,"1"
"1004","004900","10049001004","360610049001004",1269,"49","3004900",,,"1"
"1005","004900","10049001005","360610049001005",1269,"49","3004900",,,"1"
"1006","004900","10049001006","360610049001006",1269,"49","3004900",,,"1"
"1007","004900","10049001007","360610049001007",1269,"49","3004900",,,"1"
"1008","004900","10049001008","360610049001008",1269,"49","3004900",,,"1"
"1010","004900","10049001010","360610049001010",1269,"49","3004900",,,"1"
"2000","004900","10049002000","360610049002000",1269,"49","3004900",,,"1"
"2001","004900","10049002001","360610049002001",1269,"49","3004900",,,"1"
"2002","004900","10049002002","360610049002002",1269,"49","3004900",,,"1"
"2003","004900","10049002003","360610049002003",1269,"49","3004900",,,"1"
"3000","004900","10049003000","360610049003000",1269,"49","3004900",,,"1"
"3001","004900","10049003001","360610049003001",1269,"49","3004900",,,"1"
"3002","004900","10049003002","360610049003002",1269,"49","3004900",,,"1"
"1007","005501","10055011007","360610055011007",26,"55.01","1005501",,,"1"
"3003","006500","10065003003","360610065003003",1282,"65","3006500",,,"1"
"3005","006500","10065003005","360610065003005",1282,"65","3006500",,,"1"
"4000","006500","10065004000","360610065004000",1282,"65","3006500",,,"1"
"4001","006500","10065004001","360610065004001",1282,"65","3006500",,,"1"
"2003","006700","10067002003","360610067002003",1284,"67","3006700",,,"1"
"2004","006700","10067002004","360610067002004",1284,"67","3006700",,,"1"
"4006","006700","10067004006","360610067004006",1284,"67","3006700",,,"1"
"3000","006900","10069003000","360610069003000",2210,"69","1006900",,,"1"
"3001","006900","10069003001","360610069003001",2210,"69","1006900",,,"1"
"3002","006900","10069003002","360610069003002",2210,"69","1006900",,,"1"
"4001","006900","10069004001","360610069004001",2210,"69","1006900",,,"1"
"4002","006900","10069004002","360610069004002",2210,"69","1006900",,,"1"
"4003","006900","10069004003","360610069004003",2210,"69","1006900",,,"1"
"1000","031703","10317031000","360610317031000",2044,"317.03","1031703",,,"1"
"1001","031703","10317031001","360610317031001",2044,"317.03","1031703",,,"1"
"1003","031703","10317031003","360610317031003",2044,"317.03","1031703",,,"1"
"2000","031703","10317032000","360610317032000",2044,"317.03","1031703",,,"1"
"3000","031703","10317033000","360610317033000",2044,"317.03","1031703",,,"1"
"3001","031703","10317033001","360610317033001",2044,"317.03","1031703",,,"1"
"3002","031703","10317033002","360610317033002",2044,"317.03","1031703",,,"1"
"3003","031703","10317033003","360610317033003",2044,"317.03","1031703",,,"1"
"3004","031703","10317033004","360610317033004",2044,"317.03","1031703",,,"1"
"3005","031703","10317033005","360610317033005",2044,"317.03","1031703",,,"1"
"3006","031703","10317033006","360610317033006",2044,"317.03","1031703",,,"1"
"3007","031703","10317033007","360610317033007",2044,"317.03","1031703",,,"1"
"3008","031703","10317033008","360610317033008",2044,"317.03","1031703",,,"1"
"3009","031703","10317033009","360610317033009",2044,"317.03","1031703",,,"1"
"3010","031703","10317033010","360610317033010",2044,"317.03","1031703",,,"1"
"3011","031703","10317033011","360610317033011",2044,"317.03","1031703",,,"1"
"1002","031704","10317041002","360610317041002",2257,"317.04","1031704",,,"1"
"2000","031704","10317042000","360610317042000",2257,"317.04","1031704",,,"1"
"2001","031704","10317042001","360610317042001",2257,"317.04","1031704",,,"1"
"3002","031704","10317043002","360610317043002",2257,"317.04","1031704",,,"1"
"3005","031704","10317043005","360610317043005",2257,"317.04","1031704",,,"1"
"3006","031704","10317043006","360610317043006",2257,"317.04","1031704",,,"1"
"3007","031704","10317043007","360610317043007",2257,"317.04","1031704",,,"1"
"3008","031704","10317043008","360610317043008",2257,"317.04","1031704",,,"1"
"1000","031900","10319001000","360610319001000",2155,"319","1031900",,,"1"
"1001","031900","10319001001","360610319001001",2155,"319","1031900",,,"1"
"1002","031900","10319001002","360610319001002",2155,"319","1031900",,,"1"
"1003","031900","10319001003","360610319001003",2155,"319","1031900",,,"1"
"1004","031900","10319001004","360610319001004",2155,"319","1031900",,,"1"
"1005","031900","10319001005","360610319001005",2155,"319","1031900",,,"1"
"1006","031900","10319001006","360610319001006",2155,"319","1031900",,,"1"
"1007","031900","10319001007","360610319001007",2155,"319","1031900",,,"1"
"2000","001501","10015012000","360610015012000",2267,"15.01","3001501",,,"1"
"1006","001501","10015011006","360610015011006",2267,"15.01","3001501",,,"1"
"1004","001501","10015011004","360610015011004",2267,"15.01","3001501",,,"1"
"2006","001502","10015022006","360610015022006",1246,"15.02","3001502",,,"1"
"4000","000700","10007004000","360610007004000",1243,"7","3000700",,,"1"
"4001","000700","10007004001","360610007004001",1243,"7","3000700",,,"1"
"4002","000700","10007004002","360610007004002",1243,"7","3000700",,,"1"
"1005","000700","10007001005","360610007001005",1243,"7","3000700",,,"1"
"4000","031704","10317044000","360610317044000",2257,"317.04","1031704",,,"1"
"0001","000500","10005000001","360610005000001",883,"5","1000500",,,"1"
"0003","031900","10319000003","360610319000003",2155,"319","1031900",,,"1"
"1000","031704","10317041000","360610317041000",2257,"317.04","1031704",,,"1"
"4002","002100","10021004002","360610021004002",2297,"21","1002100",,,"1"
"2001","001501","10015012001","360610015012001",2267,"15.01","3001501",,,"1"
"2002","001501","10015012002","360610015012002",2267,"15.01","3001501",,,"1"
"3005","001501","10015013005","360610015013005",2267,"15.01","3001501",,,"1"
